,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
9268,Australia,Sri Lanka,Adelaide,127,49,9,10.732394366197184,66.0,233
38135,Sri Lanka,Pakistan,Dubai,44,78,8,6.285714285714286,33.0,145
48798,Australia,India,Chandigarh,123,24,6,7.6875,35.0,160
12508,Sri Lanka,Pakistan,Lahore,107,42,9,8.23076923076923,30.0,165
46696,South Africa,Sri Lanka,Cape Town,108,38,8,7.902439024390244,39.0,169
40135,Bangladesh,India,Mirpur,68,53,6,6.08955223880597,41.0,138
41885,South Africa,West Indies,Cape Town,95,45,7,7.6,47.0,165
16825,Australia,Pakistan,Johannesburg,75,77,8,10.465116279069768,56.0,164
44518,South Africa,Australia,Johannesburg,109,47,7,8.95890410958904,34.0,204
23152,Pakistan,Sri Lanka,Colombo,56,79,8,8.195121951219512,41.0,172
42544,England,New Zealand,Manchester,108,42,6,8.307692307692308,32.0,191
32052,Bangladesh,Pakistan,Pallekele,102,53,8,9.134328358208956,40.0,175
23168,Pakistan,Sri Lanka,Colombo,70,64,7,7.5,29.0,172
28117,Pakistan,South Africa,Abu Dhabi,85,25,4,5.368421052631579,30.0,120
46674,South Africa,Sri Lanka,Cape Town,79,60,9,7.9,42.0,169
34255,Pakistan,Bangladesh,Mirpur,127,5,4,6.626086956521739,29.0,135
46344,West Indies,Sri Lanka,Colombo,63,81,9,9.692307692307692,58.0,162
40536,India,Australia,Mirpur,98,30,6,6.533333333333333,39.0,159
5439,Sri Lanka,India,Mumbai,91,36,4,6.5,34.0,135
20640,England,South Africa,Nottingham,111,2,1,5.6440677966101696,23.0,111
23635,Australia,Pakistan,Melbourne,44,88,9,8.25,40.0,127
32263,West Indies,England,Pallekele,44,87,10,8.0,42.0,179
9399,Sri Lanka,Australia,Melbourne,85,42,7,6.538461538461538,34.0,142
28739,India,England,Manchester,146,19,5,8.673267326732674,41.0,165
50149,Sri Lanka,Pakistan,Mirpur,136,8,6,7.285714285714286,30.0,150
42519,England,New Zealand,Manchester,79,66,7,8.777777777777779,47.0,191
48501,New Zealand,Bangladesh,Kolkata,57,69,9,6.705882352941177,33.0,145
6448,South Africa,Sri Lanka,Colombo,90,29,2,5.934065934065934,21.0,98
42101,Pakistan,Australia,Dubai,33,82,7,5.2105263157894735,26.0,96
11005,New Zealand,India,Auckland,56,81,9,8.615384615384615,42.0,132
11299,India,New Zealand,Wellington,105,35,4,7.411764705882353,26.0,165
3218,West Indies,Pakistan,Trinidad,106,13,3,5.94392523364486,33.0,124
44765,India,Australia,Adelaide,98,48,8,8.166666666666666,40.0,188
36182,Pakistan,Australia,Dubai,81,50,9,6.942857142857143,41.0,151
15782,England,Australia,Cape Town,135,1,1,6.80672268907563,32.0,135
5507,India,Sri Lanka,Colombo,28,92,8,6.0,28.0,174
15004,Sri Lanka,New Zealand,Auckland,70,37,3,5.0602409638554215,18.0,115
3832,New Zealand,West Indies,Mount Maunganui,157,41,9,11.924050632911392,63.0,243
34673,West Indies,New Zealand,Lauderhill,45,80,9,6.75,30.0,209
41186,South Africa,India,Mirpur,158,6,6,8.31578947368421,42.0,172
13611,Pakistan,New Zealand,Auckland,41,68,5,4.730769230769231,21.0,153
44918,India,Australia,Melbourne,147,20,8,8.82,44.0,184
24501,Pakistan,England,Barbados,58,75,9,7.733333333333333,35.0,147
26300,Australia,England,Barbados,98,23,5,6.061855670103093,44.0,147
38875,New Zealand,Sri Lanka,Pallekele,44,80,8,6.6,37.0,142
34852,West Indies,New Zealand,Lauderhill,114,34,8,7.953488372093023,39.0,177
6556,South Africa,Pakistan,Cape Town,159,22,7,9.73469387755102,49.0,192
50337,Australia,Sri Lanka,Pallekele,166,36,8,11.857142857142858,68.0,263
11167,India,New Zealand,Hamilton,110,41,7,8.354430379746836,27.0,179
43675,South Africa,Bangladesh,Mirpur,128,26,7,8.170212765957446,31.0,169
46820,New Zealand,India,Nagpur,78,38,6,5.7073170731707314,28.0,126
23402,New Zealand,Sri Lanka,Colombo,56,76,10,7.636363636363637,43.0,170
6679,South Africa,Pakistan,Johannesburg,128,22,7,7.836734693877551,47.0,188
24394,Australia,Bangladesh,Barbados,56,57,6,5.333333333333333,23.0,141
22787,South Africa,England,Centurion,88,77,10,12.279069767441861,75.0,241
28552,Pakistan,New Zealand,Christchurch,66,82,10,10.421052631578947,61.0,183
25136,England,South Africa,Barbados,77,66,9,8.555555555555555,40.0,168
546,South Africa,New Zealand,Auckland,72,71,9,8.816326530612244,55.0,185
32330,West Indies,England,Pallekele,143,21,7,8.666666666666666,35.0,179
23094,Bangladesh,West Indies,St Kitts,100,16,2,5.769230769230769,26.0,118
7647,Bangladesh,West Indies,Lauderhill,70,57,7,6.666666666666667,42.0,171
39969,Australia,West Indies,Mirpur,41,91,9,8.482758620689655,41.0,178
32887,South Africa,Australia,Colombo,48,75,7,6.4,33.0,146
17347,Sri Lanka,Australia,Cape Town,53,56,3,4.96875,28.0,101
32811,West Indies,Sri Lanka,Pallekele,90,29,7,5.934065934065934,36.0,129
27850,New Zealand,Sri Lanka,Lauderhill,55,59,7,5.409836065573771,23.0,120
15649,West Indies,Bangladesh,Johannesburg,132,11,5,7.26605504587156,38.0,164
24405,Australia,Bangladesh,Barbados,64,46,5,5.1891891891891895,22.0,141
17959,India,Pakistan,Johannesburg,58,65,8,6.327272727272727,25.0,157
44648,South Africa,Australia,Cape Town,110,41,8,8.354430379746836,34.0,178
38320,Sri Lanka,Pakistan,Dubai,164,23,8,10.144329896907216,64.0,211
37182,South Africa,Sri Lanka,Colombo,113,2,5,5.745762711864407,39.0,115
12273,Pakistan,England,Manchester,143,27,8,9.225806451612904,45.0,195
16358,Bangladesh,Australia,Cape Town,79,44,8,6.2368421052631575,35.0,123
18986,Australia,England,Manchester,48,77,9,6.6976744186046515,35.0,145
49381,England,West Indies,Kolkata,83,54,7,7.545454545454546,50.0,155
3814,New Zealand,West Indies,Mount Maunganui,119,58,10,11.516129032258064,61.0,243
25645,New Zealand,England,St Lucia,73,51,7,6.3478260869565215,32.0,149
13606,Pakistan,New Zealand,Auckland,38,73,6,4.851063829787234,22.0,153
32185,New Zealand,Sri Lanka,Pallekele,104,42,8,8.0,45.0,174
29044,India,West Indies,Trinidad,36,87,9,6.545454545454546,34.0,159
7421,Australia,India,Sydney,104,32,6,7.090909090909091,29.0,164
6403,South Africa,Sri Lanka,Colombo,57,73,7,7.276595744680851,39.0,98
10891,New Zealand,India,Auckland,80,74,10,10.434782608695652,52.0,203
17614,India,South Africa,Durban,81,39,6,6.0,35.0,153
9904,Australia,South Africa,Johannesburg,171,9,5,9.243243243243244,40.0,196
50435,Sri Lanka,Australia,Colombo,64,60,6,6.4,21.0,128
36423,Australia,Sri Lanka,Sydney,66,51,7,5.739130434782608,35.0,137
40486,India,Australia,Mirpur,50,79,8,7.317073170731708,34.0,159
12129,England,Pakistan,Manchester,52,70,9,6.24,36.0,131
31468,New Zealand,Bangladesh,Pallekele,158,13,8,8.85981308411215,50.0,191
15850,India,Pakistan,Durban,68,55,6,6.276923076923077,35.0,141
7449,Australia,India,Sydney,145,7,4,7.699115044247788,45.0,164
29467,Sri Lanka,Australia,Pallekele,94,45,7,7.52,37.0,198
29066,India,West Indies,Trinidad,57,66,6,6.333333333333333,38.0,159
14130,England,Australia,Southampton,107,45,6,8.56,42.0,179
36588,Sri Lanka,Australia,Melbourne,130,12,6,7.222222222222222,49.0,161
45860,Pakistan,New Zealand,Auckland,63,65,8,6.872727272727273,40.0,171
2101,New Zealand,England,Wellington,175,10,6,9.545454545454545,54.0,196
35121,India,England,Mumbai,153,15,5,8.742857142857142,58.0,177
48644,England,Sri Lanka,Delhi,85,47,8,6.986301369863014,38.0,171
46806,New Zealand,India,Nagpur,63,49,6,5.323943661971831,28.0,126
49634,Pakistan,India,Mirpur,56,47,3,4.602739726027397,21.0,83
30939,England,Pakistan,Dubai,97,44,6,7.657894736842105,39.0,150
40559,India,Australia,Mirpur,148,11,6,8.146788990825687,56.0,159
33994,West Indies,England,Nottingham,30,82,7,4.7368421052631575,24.0,172
35459,New Zealand,South Africa,Durban,58,51,3,5.043478260869565,29.0,86
13745,Pakistan,New Zealand,Hamilton,71,56,6,6.65625,38.0,163
32588,India,Australia,Colombo,129,7,4,6.849557522123894,38.0,140
22797,South Africa,England,Centurion,114,67,10,12.90566037735849,85.0,241
15891,India,Pakistan,Durban,125,15,3,7.142857142857143,42.0,141
5555,India,Sri Lanka,Colombo,101,47,8,8.301369863013699,51.0,174
47158,Afghanistan,Sri Lanka,Kolkata,44,73,9,5.617021276595745,32.0,153
8619,Pakistan,Australia,Dubai,54,84,10,9.0,48.0,150
19454,Australia,South Africa,Melbourne,86,70,9,10.32,47.0,182
34000,West Indies,England,Nottingham,34,76,7,4.636363636363637,24.0,172
19004,Australia,England,Manchester,59,61,7,6.0,24.0,145
41742,Bangladesh,Sri Lanka,Chittagong,56,64,5,6.0,18.0,120
3924,Pakistan,New Zealand,Wellington,37,70,6,4.44,25.0,105
33922,West Indies,Sri Lanka,Colombo,81,33,7,5.586206896551724,49.0,137
1223,West Indies,India,Lauderhill,225,12,7,12.5,43.0,245
20453,Sri Lanka,West Indies,Nottingham,97,62,10,10.03448275862069,54.0,192
41731,Bangladesh,Sri Lanka,Chittagong,47,75,5,6.266666666666667,28.0,120
11036,New Zealand,India,Auckland,77,50,7,6.6,21.0,132
37767,England,West Indies,Barbados,123,29,8,8.10989010989011,26.0,165
45661,New Zealand,Sri Lanka,Mount Maunganui,147,18,7,8.647058823529411,42.0,182
683,South Africa,England,Southampton,67,55,7,6.184615384615385,25.0,142
33700,Sri Lanka,Pakistan,Colombo,121,7,6,6.424778761061947,27.0,139
24665,South Africa,New Zealand,Barbados,98,38,7,7.170731707317073,39.0,170
38387,New Zealand,West Indies,Auckland,59,77,8,8.232558139534884,34.0,189
47827,Bangladesh,Australia,Bangalore,135,8,5,7.232142857142857,40.0,156
34945,India,Sri Lanka,Pallekele,69,63,9,7.2631578947368425,32.0,155
28504,New Zealand,Pakistan,Hamilton,175,10,6,9.545454545454545,77.0,185
9016,Pakistan,New Zealand,Dubai,81,55,9,7.476923076923077,52.0,166
35210,New Zealand,England,London,115,51,9,10.0,53.0,201
19744,England,West Indies,Trinidad,111,26,4,7.085106382978723,29.0,121
30240,South Africa,New Zealand,Auckland,149,9,3,8.054054054054054,22.0,165
46114,New Zealand,Pakistan,Wellington,89,59,8,8.754098360655737,35.0,196
28353,Pakistan,New Zealand,Auckland,94,36,3,6.714285714285714,26.0,143
43055,South Africa,Australia,Melbourne,72,29,6,4.747252747252747,21.0,101
18176,New Zealand,England,Manchester,40,78,8,5.714285714285714,34.0,123
19329,South Africa,Australia,Centurion,59,70,8,7.08,36.0,156
15437,West Indies,South Africa,Johannesburg,45,91,10,9.310344827586206,45.0,205
46374,West Indies,Sri Lanka,Colombo,90,53,7,8.059701492537313,27.0,162
26464,New Zealand,Australia,Wellington,23,86,8,4.0588235294117645,21.0,118
50143,Sri Lanka,Pakistan,Mirpur,126,14,6,7.132075471698113,34.0,150
21074,New Zealand,Pakistan,London,54,65,7,5.890909090909091,21.0,99
21457,Sri Lanka,New Zealand,Nottingham,88,47,7,7.232876712328767,29.0,158
5829,Sri Lanka,Bangladesh,Colombo,150,31,7,10.112359550561798,51.0,214
19136,South Africa,Bangladesh,Johannesburg,96,52,6,8.470588235294118,32.0,118
26991,Pakistan,New Zealand,Dubai,83,51,8,7.217391304347826,32.0,153
33212,West Indies,New Zealand,Pallekele,139,5,1,7.252173913043478,34.0,139
38755,New Zealand,Bangladesh,Mirpur,74,76,9,10.090909090909092,44.0,204
27464,England,Pakistan,Dubai,42,78,9,6.0,34.0,148
42776,New Zealand,Pakistan,Dubai,59,59,7,5.80327868852459,22.0,144
47178,Afghanistan,Sri Lanka,Kolkata,51,54,6,4.636363636363637,14.0,153
45424,Sri Lanka,England,Southampton,134,11,2,7.376146788990826,37.0,140
20848,India,West Indies,London,66,47,6,5.424657534246576,21.0,153
11628,India,West Indies,Lauderhill,60,79,10,8.78048780487805,51.0,167
14646,South Africa,Australia,Johannesburg,155,25,9,9.789473684210526,65.0,201
34185,Pakistan,Bangladesh,Mirpur,60,72,9,7.5,38.0,135
5691,Bangladesh,India,Colombo,95,36,6,6.785714285714286,27.0,139
21097,New Zealand,Pakistan,London,74,42,4,5.6923076923076925,31.0,99
35857,New Zealand,England,Hamilton,154,12,5,8.555555555555555,42.0,192
16123,Bangladesh,South Africa,Cape Town,118,31,4,7.955056179775281,22.0,144
37096,South Africa,Sri Lanka,Colombo,23,87,7,4.181818181818182,22.0,115
22894,Australia,Pakistan,Dubai,42,92,9,9.0,42.0,108
45096,England,Pakistan,Dubai,29,89,7,5.612903225806452,26.0,160
17608,India,South Africa,Durban,73,45,6,5.84,34.0,153
16584,Pakistan,Sri Lanka,Johannesburg,55,69,7,6.470588235294118,33.0,189
49724,Bangladesh,Sri Lanka,Mirpur,53,65,7,5.781818181818182,28.0,147
2200,New Zealand,Australia,Auckland,166,36,8,11.857142857142858,71.0,243
6801,Pakistan,South Africa,Centurion,123,29,5,8.10989010989011,34.0,168
40496,India,Australia,Mirpur,53,69,7,6.235294117647059,25.0,159
2555,West Indies,Pakistan,Barbados,45,58,5,4.354838709677419,13.0,111
46599,South Africa,Sri Lanka,Johannesburg,107,16,2,6.173076923076923,32.0,113
19604,Australia,New Zealand,Sydney,90,41,7,6.8354430379746836,32.0,150
14653,South Africa,Australia,Johannesburg,170,18,8,10.0,64.0,201
14893,New Zealand,Sri Lanka,Wellington,136,23,5,8.412371134020619,30.0,162
31838,Pakistan,New Zealand,Pallekele,148,14,6,8.377358490566039,30.0,177
14527,West Indies,New Zealand,Auckland,92,19,5,5.465346534653466,28.0,126
26156,Pakistan,Australia,St Lucia,106,41,8,8.050632911392405,34.0,191
37025,Sri Lanka,Bangladesh,Pallekele,118,33,6,8.137931034482758,32.0,198
6444,South Africa,Sri Lanka,Colombo,87,33,2,6.0,19.0,98
1807,New Zealand,Australia,Sydney,59,49,6,4.985915492957746,25.0,117
31952,India,England,Colombo,119,25,7,7.515789473684211,37.0,170
13458,New Zealand,West Indies,Mount Maunganui,59,76,8,8.045454545454545,44.0,238
29966,South Africa,New Zealand,Wellington,75,36,6,5.357142857142857,23.0,147
2921,Bangladesh,Sri Lanka,Colombo,89,66,8,9.88888888888889,45.0,176
13347,West Indies,New Zealand,Auckland,61,83,5,9.891891891891891,39.0,180
9162,West Indies,India,Kolkata,63,33,4,4.344827586206897,16.0,109
25296,West Indies,India,Barbados,113,31,9,7.617977528089888,46.0,169
39739,West Indies,Bangladesh,Mirpur,53,72,10,6.625,32.0,171
44273,Sri Lanka,Pakistan,Colombo,90,46,6,7.297297297297297,36.0,172
4072,Pakistan,New Zealand,Auckland,118,44,8,9.31578947368421,35.0,201
9594,England,South Africa,Durban,91,58,7,8.806451612903226,46.0,204
6935,Sri Lanka,South Africa,Cape Town,104,23,5,6.43298969072165,28.0,134
29547,Sri Lanka,Australia,Pallekele,53,87,9,9.636363636363637,52.0,157
32089,Bangladesh,Pakistan,Pallekele,146,17,6,8.504854368932039,39.0,175
19972,India,Bangladesh,Nottingham,102,43,9,7.9480519480519485,41.0,180
9837,Australia,South Africa,Johannesburg,85,69,8,10.0,43.0,196
39359,Pakistan,Australia,Mirpur,51,73,8,6.51063829787234,37.0,191
35700,England,New Zealand,Auckland,134,47,7,11.013698630136986,56.0,214
33771,West Indies,Australia,Colombo,75,59,8,7.377049180327869,42.0,205
31284,India,Afghanistan,Colombo,58,68,8,6.6923076923076925,37.0,159
3192,West Indies,Pakistan,Trinidad,75,39,5,5.555555555555555,23.0,124
2477,New Zealand,Australia,Auckland,128,13,2,7.177570093457944,26.0,150
24290,South Africa,Afghanistan,Barbados,88,39,6,6.518518518518518,25.0,139
49654,Pakistan,India,Mirpur,71,28,2,4.630434782608695,22.0,83
1835,New Zealand,Australia,Sydney,90,23,4,5.56701030927835,33.0,117
6550,South Africa,Pakistan,Cape Town,157,28,8,10.23913043478261,64.0,192
46013,Pakistan,New Zealand,Hamilton,101,37,7,7.301204819277109,46.0,168
209,Australia,Sri Lanka,Adelaide,128,39,9,9.481481481481481,49.0,187
12367,Pakistan,England,Manchester,88,56,8,8.25,41.0,190
19258,Australia,South Africa,Johannesburg,127,17,4,7.398058252427185,47.0,166
39996,Australia,West Indies,Mirpur,76,65,7,8.290909090909091,40.0,178
13394,West Indies,New Zealand,Auckland,143,38,4,10.463414634146341,53.0,180
14594,South Africa,Australia,Johannesburg,62,75,9,8.266666666666667,43.0,201
47144,Afghanistan,Sri Lanka,Kolkata,34,87,9,6.181818181818182,31.0,153
34711,West Indies,New Zealand,Lauderhill,98,45,9,7.84,47.0,209
1566,Pakistan,West Indies,Dubai,88,44,7,6.947368421052632,34.0,160
50016,Pakistan,Bangladesh,Mirpur,98,21,6,5.9393939393939394,55.0,129
32023,Bangladesh,Pakistan,Pallekele,63,81,8,9.692307692307692,50.0,175
33825,West Indies,Australia,Colombo,178,7,7,9.451327433628318,65.0,205
14020,South Africa,England,Cape Town,113,28,7,7.369565217391305,47.0,191
50029,Pakistan,Bangladesh,Mirpur,112,8,4,6.0,54.0,129
40282,South Africa,England,Chittagong,120,31,7,8.089887640449438,37.0,196
23201,Pakistan,Sri Lanka,Colombo,125,31,7,8.426966292134832,53.0,172
47428,Pakistan,India,Kolkata,60,49,7,5.070422535211268,26.0,118
24069,India,South Africa,St Lucia,142,17,7,8.271844660194175,49.0,186
39665,South Africa,New Zealand,Chittagong,113,24,6,7.0625,46.0,170
50327,Australia,Sri Lanka,Pallekele,142,46,9,11.513513513513514,59.0,263
35113,India,England,Mumbai,127,23,5,7.855670103092783,37.0,177
43205,South Africa,Australia,Sydney,145,0,4,7.25,29.0,145
20995,South Africa,West Indies,London,155,22,6,9.489795918367347,53.0,183
41301,India,Sri Lanka,Mirpur,119,12,8,6.611111111111111,36.0,130
11743,England,Australia,Southampton,52,88,9,9.75,51.0,162
47228,Afghanistan,Sri Lanka,Kolkata,136,6,3,7.157894736842105,55.0,153
19840,Australia,West Indies,London,81,50,6,6.942857142857143,43.0,169
24551,Pakistan,England,Barbados,104,26,5,6.638297872340425,26.0,147
11056,New Zealand,India,Auckland,94,30,6,6.266666666666667,21.0,132
46779,New Zealand,India,Nagpur,40,76,7,5.454545454545454,26.0,126
24654,South Africa,New Zealand,Barbados,78,49,8,6.591549295774648,28.0,170
45912,Pakistan,New Zealand,Auckland,153,14,4,8.660377358490566,60.0,171
47456,Pakistan,India,Kolkata,105,22,5,6.428571428571429,45.0,118
15851,India,Pakistan,Durban,69,54,6,6.2727272727272725,36.0,141
35675,England,New Zealand,Auckland,90,71,8,11.020408163265307,65.0,214
35346,Australia,England,Southampton,145,42,8,11.153846153846153,58.0,248
16485,South Africa,England,Cape Town,88,44,7,6.947368421052632,35.0,154
36683,New Zealand,Sri Lanka,Pallekele,68,41,3,5.1645569620253164,44.0,74
5813,Sri Lanka,Bangladesh,Colombo,126,45,9,10.08,49.0,214
15000,Sri Lanka,New Zealand,Auckland,68,41,3,5.1645569620253164,17.0,115
27290,Sri Lanka,India,Chandigarh,187,8,3,10.017857142857142,37.0,206
2481,New Zealand,Australia,Auckland,135,9,2,7.297297297297297,25.0,150
25325,West Indies,India,Barbados,164,3,5,8.41025641025641,52.0,169
20229,Australia,Sri Lanka,Nottingham,86,41,5,6.531645569620253,22.0,159
14852,New Zealand,Sri Lanka,Wellington,100,62,8,10.344827586206897,45.0,162
6345,Bangladesh,India,Colombo,148,9,3,8.0,50.0,166
5059,India,South Africa,Johannesburg,139,40,7,10.425,39.0,203
5195,India,South Africa,Centurion,124,30,6,8.266666666666667,39.0,188
19352,South Africa,Australia,Centurion,81,48,7,6.75,37.0,156
15755,England,Australia,Cape Town,110,28,5,7.173913043478261,37.0,135
27093,Sri Lanka,India,Nagpur,59,74,9,7.695652173913044,45.0,215
38807,New Zealand,Bangladesh,Mirpur,153,26,8,9.76595744680851,59.0,204
25273,West Indies,India,Barbados,73,53,10,6.537313432835821,42.0,169
20179,Australia,Sri Lanka,Nottingham,47,89,9,9.096774193548388,46.0,159
45865,Pakistan,New Zealand,Auckland,77,60,8,7.7,43.0,171
14649,South Africa,Australia,Johannesburg,160,22,8,9.795918367346939,61.0,201
48794,Australia,India,Chandigarh,116,28,6,7.565217391304348,33.0,160
3615,Sri Lanka,India,Colombo,66,74,7,8.608695652173912,39.0,170
27579,Australia,England,Adelaide,39,86,10,6.882352941176471,36.0,157
2462,New Zealand,Australia,Auckland,118,28,2,7.695652173913044,25.0,150
41272,India,Sri Lanka,Mirpur,84,41,8,6.379746835443038,36.0,130
15206,West Indies,England,London,81,72,9,10.125,51.0,208
10479,India,West Indies,Mumbai,136,49,9,11.492957746478874,54.0,240
14011,South Africa,England,Cape Town,97,37,7,7.0120481927710845,35.0,191
15737,England,Australia,Cape Town,91,46,6,7.378378378378378,43.0,135
28266,India,South Africa,Durban,168,0,4,8.330578512396695,45.0,168
42540,England,New Zealand,Manchester,104,46,6,8.432432432432432,34.0,191
7908,Pakistan,England,Cardiff,109,45,8,8.72,61.0,173
35428,New Zealand,South Africa,Durban,28,81,6,4.3076923076923075,19.0,86
32018,Bangladesh,Pakistan,Pallekele,61,86,9,10.764705882352942,52.0,175
47543,South Africa,Afghanistan,Mumbai,108,43,7,8.415584415584416,32.0,209
